"FSC-A";"FSC-H";"FSC-W";"SSC-A";"SSC-H";"SSC-W";"CD95";"CD8";"CD27";"CXCR4";"CCR7";"LIVE/DEAD";"CD4";"CD45RA";"CD3";"CD49b";"CD14/19";"CD69";"CD103";"TIME"
142371.8;120326;77543.36;55559.4;52146;69825.88;736.3683;57.58545;1419.062;-1.879492;374.6095;-263.2946;1781.699;-53.17279;4403.132;-460.5586;-127.8462;-85.45446;-40.56937;3159.9
95762.34;87509;71716.97;57050.76;56341;66361.59;458.0512;-106.8713;1151.731;11.3357;347.9273;687.2592;1904.978;401.6037;5758.304;-88.931;46.17524;20.60275;10.74282;3160.3
149091.1;132328;73837.97;71050.98;56492;82425.78;1039.994;6486.839;450.3852;69.45045;33.1774;719.6459;10.9543;411.153;3286.405;17.62874;233.0283;4028.816;53.93091;3160.4
162377.7;151183;70388.78;39613.86;38811;66891.7;614.4499;2450.944;1100.212;-2.619892;68.0667;295.4568;123.272;-123.0514;2566.236;3.18516;-106.4819;3703.851;5.725372;3161.1
104052.7;92899;73404.41;38435.28;37987;66309.38;465.0443;5447.083;46.55093;-115.4253;-15.79152;666.6627;-131.1336;104.1319;4054.903;-170.4689;86.95702;1827.617;2593.742;3161.3
109218.7;99375;72027.76;51457.38;43371;77754.97;-109.3165;4.721904;1303.905;93.3427;3171.722;266.5272;1695.25;4284.818;3214.475;-181.9801;51.33119;-80.26906;71.22874;3162
75907.59;67219;74007.05;90770.16;85555;69530.86;1204.094;56.15504;568.6001;10.33365;514.8099;2214.401;1565.322;113.4282;3229.795;186.2928;78.96667;61.47961;68.74889;3162.6
102974.2;92935;72615.46;52926.12;52083;66596.9;870.0345;6.278456;132.4624;-23.62343;-22.02226;437.1107;2043.463;78.82435;2911.817;-77.3539;144.492;56.22071;47.95714;3165.1
94047.69;83354;73943.77;70209.36;65802;69925.54;822.6385;2752.246;437.72;73.64596;217.7381;365.649;15.80979;130.5011;3007.071;268.4514;57.04685;-68.98161;106.0768;3165.4
106776.1;93675;74701.69;60499.14;59179;66997.95;164.2939;8002.292;661.7379;11.06165;192.1099;726.6635;100.1576;1201.784;5151.004;20.18364;155.0186;-46.01844;52.02325;3165.9
104282.5;91388;74782.85;87323.34;80972;70676.56;711.9064;5887.167;62.1399;73.43332;153.4082;1874.565;-210.1023;1348.172;2689.205;202.7177;113.9121;-82.08463;44.87463;3165.9
159843.3;141053;74266.36;95433.77;87561;71428.47;425.7125;10296.79;124.3411;1.449312;53.52495;1122.376;-23.78034;1482.022;4040.939;61.36477;211.3658;36.82944;19.7793;3165.9
132866.4;117674;73997.09;25749.36;26170;64482.61;1276.861;-115.975;771.1091;52.06503;267.3732;-120.7938;1452.579;85.2801;3138.742;-87.70491;-23.60109;66.5658;-29.19257;3167.2
168703.6;147778;74816.02;55422.9;51862;70035.77;2008.087;-10.6425;170.7876;-32.68132;-56.63018;209.1839;29.81639;469.405;6731.267;0.2748957;84.42555;90.10886;38.30185;3167.5
167390.5;151475;72421.9;61315.8;57527;69852.28;922.1838;1308.793;535.0056;113.9616;103.6485;1023.375;49.20822;436.7254;4328.816;91.86421;62.13108;2732.35;-5.28183;3168
97549.44;80135;79777.88;69407.52;65127;69843.41;949.0801;3261.803;76.72465;3.176085;12.89338;2336.828;119.3936;13049.51;4058.033;44.36011;105.3161;-5.520498;93.30563;3168.4
107747;87262;80920.73;89659.44;82126;71547.63;524.7686;-54.70825;542.6213;-40.24971;238.0182;66.59446;122.49;8304.011;5387.069;25.26465;96.79231;-0.3381667;19.99298;3169.2
83872.95;74174;74105.45;66924;58094;75497.16;900.7076;32.09184;404.8514;61.87916;1347.431;3004.548;155.6329;203.2984;8209.547;1732.327;233.3098;144.1648;-23.18063;3169.4
144384.6;131251;72093.83;45970.08;46199;65211.26;68.9023;-12.9713;1701.844;127.9803;2273.426;1636.583;1334.066;2039.836;5134.049;67.4709;167.4827;-44.32381;144.8439;3170.2
153943.8;138643;72768.65;57095.22;55779;67082.45;114.1043;6390.226;2724.537;60.22776;2031.756;0.9328749;-52.70769;15624.13;3298.506;-138.908;223.1953;-184.497;77.93622;3170.9
131566.4;110661;77916.69;79869.66;68630;76268.95;3698.241;74.41814;412.022;59.53207;-26.18324;756.5037;2595.855;2.218627;5356.551;864.9702;281.2264;220.2978;26.07568;3171.8
132616.6;112871;77000.85;100448.4;95303;69074.28;1631.993;2.252716;1023.241;136.9088;576.9149;1436.493;1641.021;178.9991;4295.882;-76.9733;174.7215;-181.2233;104.0698;3171.9
184411.5;152062;79478.04;77818.26;73130;69737.42;9105.357;-67.3738;2461.631;-4.416081;124.2658;615.3526;2122.791;155.8259;6840.014;75.90182;-56.01765;21.47206;-149.1809;3172.6
149554.7;133092;73642.44;67493.4;60672;72904.26;152.305;5896.002;869.3416;-27.95271;116.3315;1297.35;-65.79725;9084.168;3056.544;-63.96717;225.8138;169.7662;135.7379;3172.8
110638.7;94021;77119.16;88975.38;80757;72205.38;3324.713;-71.56787;1574.8;20.99233;86.75412;808.4002;97.97259;86.96023;2953.079;1058.139;267.7593;2245.058;58.98434;3173.6
110219.2;96718;74684.41;54929.16;53194;67673.75;1529.693;251.5823;556.6744;32.26015;33.25008;866.6151;191.1392;12897.53;2069.086;102.9877;571.6311;3629.146;13.02969;3173.9
131098.6;111752;76881.66;67017.59;55900;78570.04;-57.154;6162.185;472.1008;27.26744;28.43524;550.8392;116.6492;196.4245;3445.913;-83.99407;94.88918;4070.057;53.73682;3174.7
141995.1;126325;73665.48;62197.98;56705;71884.44;1273.477;3162.564;259.0133;-67.83176;25.90751;1191.344;178.1409;23120.23;3587.854;732.1978;361.6252;105.1953;59.7261;3175.6
144590.2;133774;70834.87;41115.36;42058;64067.16;104.264;1974.42;7.693588;-36.94547;-55.45081;27.40032;-64.24699;989.999;2913.849;-226.4713;4.308077;4851.698;115.7445;3176.3
95393.88;83648;74738.59;53993.94;50948;69454.09;1394.218;-116.1524;934.8847;57.32153;1982.258;488.0282;1790.047;96.53511;3223.519;-59.45206;351.8904;-24.34648;-11.47163;3176.6
94962.63;82641;75307.3;72506.46;69281;68587.11;904.9116;3180.776;748.2484;-123.6719;1159.434;945.3879;-181.2294;47.16051;4620.299;-49.54113;354.7968;44.46958;-79.20135;3176.9
135020.6;118743;74519.84;84936.54;80615;69049.2;2050.646;4347.435;1408.234;53.57806;62.41216;918.343;12.8283;486.9376;4788.822;63.79081;46.3946;4227.662;102.2257;3177
108870.3;90283;79028.41;74940.05;63915;76840.67;1659.442;4397.086;132.7668;60.46452;116.5618;760.4248;7.472642;207.8419;1511.878;1114.248;366.6412;-126.4751;-12.26868;3177.4
98942.55;86414;75037.59;38763.66;36778;69074.31;2371.777;-42.42167;359.5957;-40.95495;1666.909;2004.386;1690.436;31.17623;2139.219;-149.0705;318.7528;-140.0969;57.42548;3177.4
88825.08;78516;74140.81;82991.22;75168;72356.75;1177.919;5315.216;89.8032;50.54082;-62.54787;776.8004;-175.9855;1046.114;4212.109;-174.0536;380.3221;129.6219;88.14789;3178.3
153022.7;136392;73526.99;44401.5;44104;65978.07;447.112;-99.19984;1965.875;-43.11023;1198.799;330.8165;1359.28;114.5685;4571.428;-127.0423;-129.9329;-113.77;5.265259;3178.5
89615.13;81039;72471.49;38029.68;37439;66569.97;312.3592;-97.43545;1181.485;158.0816;1602.789;-145.4392;2570.173;787.015;4344.438;-158.2549;152.9154;40.68616;29.19829;3179.7
79628.76;68304;76401.83;93285.66;82612;74003.4;637.726;6686.781;1002.29;111.0992;389.8125;2.528385;140.8736;1616.143;5086.745;-137.7609;48.30874;-12.62224;45.69598;3179.8
141975.1;127315;73082.35;35053.98;34359;66861.59;206.1017;-24.19515;1558.505;-34.3942;3013.549;786.4857;2354.524;770.18;7671.612;15.42906;322.8082;-58.51196;128.3524;3180.5
118185.3;101690;76166.68;65674.44;62110;69297.05;433.7699;-62.84892;412.3119;-88.3905;-37.47662;681.8704;2251.573;280.3282;4661.835;93.24382;368.4057;9689.871;37.98785;3181
91130.37;81282;73476.53;49481.64;44402;73033.39;241.9453;14.97875;405.2355;40.66409;1376.963;696.381;869.84;343.4924;2225.356;-12.71286;59.80856;35.95204;46.19039;3182
126365.9;111224;74457.99;51384.06;47419;71015.95;-4.700031;-8.251015;131.2767;-77.23393;52.97376;742.4337;2334.07;227.5245;2691.339;10.8724;253.0197;4907.729;15.2132;3183.3
97269.3;87134;73159.05;55059.42;51230;70434.78;305.9465;26.22125;1425.033;-33.3334;4065.189;1011.074;2023.169;2624.878;6824.787;89.74393;252.6623;94.95166;120.4516;3184.5
156692.8;137507;74679.98;65093.34;63607;67067.41;1679.484;-133.4549;268.5581;-5.067655;689.3759;340.376;2995.354;61.83854;4495.943;-37.10851;54.5121;108.4126;-63.50482;3185.5
101191.3;89976;73704.89;49821.72;47032;69423.29;367.8892;51.6891;1763.46;21.52803;2988.677;834.1298;2181.755;986.0314;2255.213;-38.90896;409.3983;-167.0583;-33.98236;3185.7
155281.7;139956;72712.45;53988.48;51572;68606.78;624.8062;6486.865;1753.105;23.58741;704.5255;889.6954;-28.98902;1212.344;5535.57;7.667248;236.4506;321.4744;42.08557;3186
140102.4;124991;73459.3;38342.46;37791;66492.31;212.2902;2397.086;517.8663;3.857548;196.6951;415.5175;50.87318;5744.239;2299.52;-100.0204;139.965;-53.21576;-37.19991;3186.2
110124;92810;77761.95;48464.52;43582;72878.05;81.78736;52.57857;1632.936;-4.208771;2438.538;2308.186;2132.021;2747.86;4894.292;-100.6846;466.032;112.0422;119.8225;3186.2
97185.12;83800;76003.86;74456.46;66088;73834.57;342.9701;2688.609;890.0256;-92.72972;424.5267;189.0934;6.106925;126.5697;2944.028;1560.348;-91.25739;123.269;60.85663;3189.2
99075.03;81823;79353.99;67198.55;63631;69210.37;785.9002;5505.65;1043.041;-4.476532;97.85984;957.7302;-162.7663;77.27481;2614.713;-59.32457;165.0946;-20.3137;19.18286;3190
98101.44;86522;74306.84;77978.16;71918;71058.38;671.6264;2717.618;1692.305;87.12476;4292.474;477.6098;-143.9089;8188.953;3024.817;657.1738;158.0977;-74.80817;155.5337;3190.6
177775.7;161611;72091.08;50625.12;50751;65373.45;1011.121;7332.747;1035.203;60.52377;-41.94947;565.7764;-65.3968;3422.699;5338.69;-44.73882;195.5104;40.92695;11.69153;3190.8
152535.5;130374;76676.09;68243.76;56354;79363;978.4221;29.5895;1523.235;178.984;523.6777;1232.134;1306.748;678.7173;3325.263;81.28981;151.2807;-96.47272;-34.40523;3191.3
161651.8;141100;75081.6;59021.04;58744;65845.08;2073.75;-38.12933;65.57515;-49.41118;-45.69719;1190.858;1767.196;16.28289;1835.527;98.52699;-127.2443;-134.8221;49.33182;3192.7
108517.7;99718;71319.27;42682.38;38374;72893.95;147.6121;-33.38929;340.45;36.0388;1746.001;105.5672;1830.388;347.1859;2722.401;-255.5011;106.2304;-116.2063;-64.3028;3193.8
106600.9;98389;71005.85;61239.36;59217;67774.17;526.2212;-79.37746;840.5084;105.6552;1239.911;286.2332;1987.938;154.8882;6031.148;-178.0916;96.76363;29.87576;-6.023834;3193.9
122246.6;107687;74396.67;60954.66;59651;66968.28;1604.547;-79.154;1639.292;55.85704;1297.253;671.5601;1526.01;92.01012;3008.533;-120.2941;73.71055;103.4277;14.75748;3196.1
94961.94;83046;74939.5;43379.7;42802;66420.54;1068.447;-46.3827;978.0081;68.70454;977.5511;229.6615;1403.334;-14.04996;4410.017;-99.88493;203.8146;-39.92252;-5.392403;3197.6
75327.3;64779;76207.56;74521.98;65567;74486.75;2027.599;-77.26625;1673.691;98.83875;475.4069;1856.208;1972.234;28.1524;5011.314;-119.7234;194.5324;35.24395;-22.46786;3198
101025;87147;75972.48;57107.7;52895;70755.45;851.449;-24.2044;482.2684;89.52949;1776.46;342.8557;2541.521;129.1154;6316.251;79.29891;192.0293;-203.2004;-43.42957;3198.8
83524.5;73215;74764.22;72740.46;67119;71024.88;882.029;-5.651088;1506.117;36.31554;1740.443;1623;2028.749;-40.42534;4281.173;108.1864;62.69557;-0.3779616;37.11681;3199.5
105120.1;90858;75823.29;48214.14;48318;65395.13;728.2484;-86.37775;1247.131;76.31211;1777.885;1027.076;2449.485;132.1746;3241.327;-146.2092;73.86308;160.9739;72.27969;3199.6
158555.8;135774;76532.41;57538.26;55354;68122.04;655.9221;-15.8175;2174.402;-6.832742;1164.813;1668.151;2362.149;436.8927;7313.325;-25.90465;221.5508;-44.2559;14.96509;3200.5
105504.5;94944;72825.45;50014.38;45616;71855.1;355.9426;-11.23392;875.5104;68.75651;2594.08;1114.799;1716.499;1183.8;4350.431;81.34138;428.7029;-128.9399;77.70542;3200.8
123890.9;112863;71939.55;49236.72;49727;64889.86;560.2452;3127.738;133.5486;101.6175;139.1015;559.1155;64.28441;39.34378;2833.114;-72.67438;-25.74756;2567.713;19.49924;3201
110088.8;98474;73265.84;48223.5;46698;67676.89;376.318;2475.253;1271.602;47.52313;1826.495;1353.802;-154.3755;4357.639;2827.272;-23.88173;264.787;1093.929;2.472229;3202.4
150497.3;133605;73822.02;47383.44;45782;67828.42;645.9461;1685.417;757.0456;-90.18153;102.5543;1291.17;-120.0168;51.12719;2486.641;43.31656;138.2392;234.5127;45.93127;3202.5
100624.8;82598;79839.05;81511.55;75138;71095.06;2857.796;2058.563;9168.483;66.61028;-130.6395;2517.43;70.56922;435.1992;2289.828;56.3834;99.35749;-114.6211;-86.21378;3203.3
112848.1;96849;76362.32;77037.48;66133;76342.05;640.0621;4052.44;1268.471;216.9568;1492.615;2963.437;442.164;180.2981;4850.362;177.1355;488.3337;159.3518;71.83148;3204.2
156337.4;131592;77859.83;81033.41;64424;82432.11;726.8766;58.11673;922.7043;107.133;205.9216;812.578;2434.771;77.56275;7107.01;61.4957;171.5187;130.2848;72.50623;3204.5
152073.2;132605;75157.59;63219.78;59705;69394.05;1140.608;42.86635;250.558;139.1913;81.9864;958.3965;122.5789;833.1999;9783.727;158.8958;-48.32589;148.114;105.1865;3205.5
131850.7;117347;73636.05;64794.6;61047;69559.18;1177.286;3462.112;1383.558;13.3222;140.7814;443.2456;-9.255311;-1.878347;4284.456;313.918;84.00443;12.76286;-0.9674683;3205.8
123810.8;109687;73974.73;40952.34;40819;65750.08;658.8535;-7.232177;965.4799;108.1101;1072.493;1045.461;2522.648;-3.277205;4608.867;-8.218887;114.0701;146.1607;54.06726;3207.6
114791.2;103646;72583.16;43052.1;40302;70007.99;243.6703;2928.271;562.6156;47.92442;2476.164;541.8386;163.2212;3242.891;2327.037;500.6694;33.93145;77.65922;149.5528;3207.9
179146.8;151721;77382.59;74557.86;69757;70046.37;1029.243;8663.493;1701.942;97.59084;371.8926;406.1774;459.6439;326.9837;4621.444;64.31111;31.77772;46.04564;138.3256;3207.9
184779.2;161758;74863.02;55662.36;50446;72312.75;1703.346;-97.56638;1121.121;38.07975;193.2207;736.2693;-42.20271;95.94906;5948.45;211.3659;-91.33784;-93.36852;24.80441;3208.3
122822.1;103233;77971.84;93245.88;83029;73600.33;1284.802;1460.287;78.58554;-88.88061;-108.0687;2661.033;-209.4325;15941.66;3946.564;1046.063;236.4253;334.2767;45.60883;3208.4
121344.8;104039;76437.22;54475.2;52547;67940.83;814.0162;-129.2182;754.5467;40.27361;384.3821;528.688;1453.37;-108.4967;4715.416;-246.4017;14.64519;1.739473;-17.94816;3210.4
112179.5;99532;73863.65;80480.4;76824;68655.15;443.1627;3616.207;1152.283;56.78551;-1.869039;1147.622;2.531398;7101.778;3710.832;-118.4191;330.6184;-49.83121;54.50784;3210.9
127732.1;111590;75016.15;44388.24;38326;75902.2;188.0785;55.54232;1377.713;22.57616;3374.644;1145.101;2581.458;751.5532;8618.695;271.1477;322.9301;-39.74632;85.4028;3211.7
164019.9;145342;73958.04;53315.34;50558;69110.21;2314.452;7841.618;887.722;43.17763;-65.46547;-21.1374;332.8291;192.9949;4295.136;9.970245;-45.45041;87.93425;-114.3177;3211.7
82849.68;76318;71144.91;50214.06;49658;66269.86;200.6554;-35.19371;793.5051;-14.49843;3035.494;137.7252;2235.19;19.95168;3097.238;-91.47889;68.91822;-49.92614;-38.36008;3212.1
123489.3;110124;73489.84;41279.94;40440;66897.18;619.4476;4234.068;1046.232;-136.0188;-153.3932;-64.85497;-266.9437;146.7992;3155.603;-143.5555;-55.47082;3098.809;-46.50214;3212.4
118406.8;100826;76963.34;74492.34;69982;69759.79;1256.176;29.68005;65.47072;117.067;65.19083;213.5323;82.12821;3538.25;5835.086;-116.2264;218.5078;-78.76529;103.0599;3212.9
103943;94648;71972.02;40429.74;40072;66121.07;32.56045;21.85888;841.3993;67.17749;2877.481;56.84151;1861.731;1172.458;4519.824;65.92473;61.12862;64.16703;54.43072;3213.1
163033.2;140311;76149.01;63107.46;59991;68940.52;3169.993;23.01849;2524.031;29.65118;558.4239;615.1306;2811.741;32.8577;8615.193;195.8167;285.6975;33.92934;24.93336;3213.3
139430.4;127091;71898.95;59341.62;55591;69957.59;711.545;4949.484;1145.57;71.63122;11.0155;466.1614;-19.4882;1825.888;4158.066;208.086;110.1182;145.3231;47.48279;3213.6
122513.6;111440;72048.22;26435.76;27716;62508.8;12.07038;-14.84896;494.0378;19.03862;1813.387;-76.69215;2092.543;369.5331;4965.495;-144.4364;96.33316;1.051948;13.65189;3213.6
96595.17;81915;77280.86;60485.1;55963;70831.65;3792.047;-64.46936;718.6311;36.34069;70.08583;2546.288;2094.637;242.5947;7076.274;-162.099;35.86197;114.273;-58.26381;3214.2
159449.3;141475;73862.33;45349.2;45111;65882.05;841.8187;4090.514;1081.764;-17.77687;25.38441;24.78508;-0.4535509;401.6643;3777.248;435.7743;-7.984147;67.34293;50.04144;3214.3
138642.4;118432;76719.7;56911.14;54304;68682.39;1235.427;110.6992;278.1167;25.67896;226.4006;690.9085;148.2489;162.6731;4310.383;78.20906;157.43;14.62176;-0.366333;3214.9
130202.3;108454;78677.95;73440.9;65366;73631.91;1848.774;-0.5788279;1046.359;-41.13165;427.8299;906.7202;2354.66;168.4422;5506.888;424.2074;525.934;-159.2275;-47.14873;3215
127512;112490;74287.73;57025.02;51114;73114.83;354.7925;5751.208;97.11081;17.79899;76.89069;1706.961;103.9906;180.2088;3728.747;-30.50711;174.1922;5385.994;41.04584;3215.3
84456;68498;80803.94;41137.2;39302;68596.2;1122.066;-3.874833;394.5825;-29.72853;661.2537;225.9462;154.3232;541.8241;7364.611;96.81339;-3.021009;246.6305;-46.94554;3216.4
122336.3;102996;77842.17;52602.42;42311;81476.5;1441.692;-0.6517487;1136.326;65.47449;552.9047;1842.096;2000.709;44.94732;2403.68;701.2845;331.7503;481.8774;49.40047;3217.2
142376;126765;73606.7;48410.7;46921;67616.71;3897.604;-82.20175;43.67882;58.39819;51.8724;803.6783;1635.42;-42.32099;1557.205;178.2948;148.8621;-82.00389;-25.42846;3217.9
149033.1;133426;73201.88;51192.96;45910;73077.36;1064.133;8271.07;1445.387;-51.07422;101.8393;590.3391;22.41624;1855.18;5509.223;-54.72095;-16.60453;194.9353;42.98334;3218
147565.5;128990;74973.64;80065.44;76238;68826.16;1294.03;2.062472;2761.948;53.54296;1631.892;1614.951;2911.367;61.50587;5924.449;-155.2017;113.5195;-40.15385;-10.12331;3218.2
96224.64;79655;79168.66;47447.4;45635;68138.77;1307.55;2359.421;643.7065;22.01384;42.45259;951.0162;8.479548;167.49;2283.076;120.63;118.2734;-194.8324;-8.92923;3218.3
146295.2;130724;73342.31;50137.62;49351;66580.59;924.5479;2521.491;1047.654;-15.51853;140.3843;774.0582;51.67112;49.98829;3691.731;66.25934;214.7101;2148.921;113.8102;3218.4
164841.7;143982;75030.66;69905.16;67966;67405.82;735.0564;8001.3;325.2321;-70.11411;-75.63306;7.158577;21.90927;732.3718;3540.292;-115.5153;-30.64506;72.28436;26.13593;3219.6
79145.76;69473;74660.61;44202.6;37233;77803.6;265.0224;-29.54106;666.7114;-8.883639;1648.784;48.52784;967.1404;567.4417;2661.331;-121.7267;174.0953;75.45634;-39.48219;3221.1
169155.6;153030;72441.87;67959.84;61986;71851.97;1130.588;-14.29677;218.1743;16.45001;349.3233;1062.324;2287.651;166.9622;5489.994;41.92208;167.3217;-92.45592;29.27414;3222.6
145372;122338;77875.21;101371.9;87301;76098.9;1439.141;9098.781;120.0198;120.2708;60.69263;1833.389;-87.55574;3465.766;6101.962;1735.826;230.334;87.81496;-2.304932;3223.6
126443.2;110286;75137.2;65398.32;61774;69381.04;880.567;4928.374;1485.022;-34.96593;146.3992;627.9069;130.3732;408.8733;3921.118;117.5189;326.1216;39.99798;29.85077;3224.3
167655.5;150663;72927.48;53220.18;51635;67547.94;1548.595;6222.255;129.4556;-49.54509;51.04078;207.1214;224.8937;17157.26;6703.174;-26.0364;351.6436;201.3369;145.5919;3225.4
169092.1;153125;72369.76;61977.24;60693;66922.71;910.8799;6805.083;621.4657;-54.94012;87.86783;451.7149;-3.924222;22485;4310.089;-195.477;334.4877;39.13965;160.7613;3226.3
130989.6;116127;73923.68;64093.38;59179;70978.27;723.5004;15680.17;168.7983;191.0011;-117.9903;1926.48;-40.4988;53.9833;7002.712;66.64935;119.5899;2267.236;4423.792;3226.4
123293.3;104353;77430.96;56292.6;52869;69779.87;238.8546;8460.004;107.7713;9.629797;135.5793;167.0282;54.2961;212.3694;4929.948;-226.6817;-38.5731;4260.562;450.1232;3226.6
142500.9;124848;74802.47;86742.23;82624;68802.52;834.0486;6983.589;599.494;39.81847;108.6759;1288.984;118.5913;545.7815;3650.531;-36.97326;-96.49384;-46.35396;26.20837;3226.8
112999.9;93551;79160.71;88239.05;81407;71036.09;1173.396;5842.077;73.13926;59.06168;-67.48675;649.0652;-8.915655;15910.51;3988.723;-118.7622;346.9913;-123.304;98.39374;3227.1
80671.35;73775;71662.19;43611.36;42075;67929.04;196.7552;-35.32548;1364.092;14.39292;3844.969;836.4135;2459.989;974.9691;7827.112;-59.30035;313.074;-103.8262;108.1213;3227.5
164964.5;143007;75598.5;74474.4;64043;76210.58;420.4927;7154.451;55.90662;87.15279;-18.89972;466.9285;11.76346;1747.551;3874.025;130.5464;110.1925;77.92513;-63.20007;3228.5
133542.6;117431;74527.57;68720.34;64675;69635.2;2600.594;-77.94803;551.4926;15.64329;141.7785;192.4845;128.139;126.651;6279;-12.66959;220.5867;150.0235;61.77304;3229.6
126728.9;112573;73777.03;67423.2;64521;68483.84;1457.509;-105.0225;334.6303;-168.5777;452.3251;1202.398;2597.522;278.1045;4839.771;169.9006;297.5074;5105.046;27.32767;3229.7
146531.2;130168;73774.4;35382.36;35167;65937.34;835.1035;0.5670533;326.9759;20.99056;156.0194;1164.909;100.9921;877.0245;5538.375;-68.39649;11.13956;14.18939;-111.6264;3230.6
118595.1;101638;76469.93;69525.3;64646;70482.47;1841.543;-72.79083;265.0936;81.47269;348.6015;629.9326;104.1589;393.0155;7113.411;-59.04211;65.97422;128.8094;15.50542;3231
96201.87;83939;75110.33;79375.14;70983;73284.15;887.4328;4388.466;1326.617;-16.32236;1072.068;1648.753;-117.8259;650.6493;3656.825;-48.92975;91.76365;71.9697;17.00336;3231.1
72322.35;61119;77549;54484.56;51803;68928.44;390.2931;82.74889;650.6161;18.37318;748.3406;1581.95;1858.691;242.1287;9453.989;466.7155;396.2797;-72.42312;79.03996;3231.4
77924.46;71459;71465.57;58606.08;56771;67654.41;317.3372;-1.660938;943.0312;214.1485;341.8271;-2.894264;3308.462;33.03026;4200.864;-34.47719;73.88142;6225.023;22.35428;3234.1
87757.65;76549;75132.09;45070.74;38502;76716.95;100.1772;52.05193;1469.165;72.91071;2484.97;1095.651;1467.704;5610.833;1873.028;133.1454;309.8834;137.4635;65.6828;3235.2
125885.7;107355;76848.24;68432.52;66943;66994.22;1356.349;-63.44398;1195.295;-44.83624;901.525;516.1882;25.34526;467.26;5928.84;-29.20531;191.7579;239.8666;74.78067;3235.3
136321.2;119068;75032.33;55254.42;53416;67791.55;253.0313;4634.48;1063.291;-8.060508;41.40488;563.5949;-248.3963;11123.7;3945.978;-149.1807;158.8771;2660.171;49.10089;3236.1
134795;120031;73597.01;55007.16;55243;65256.22;849.7368;2385.593;222.8649;-29.49833;-19.4918;256.2098;122.4777;4014.234;2613.089;-62.86897;234.697;21.30943;9.436859;3236.3
151978;129966;76635.67;63055.98;56558;73065.47;1004.859;9598.823;1119.311;13.55371;28.99306;800.5862;25.35067;424.0355;4870.799;1039.197;-1.03955;522.5549;-28.01135;3238.2
139502.1;121611;75177.51;57979.74;52779;71993.79;826.0063;3180.191;1010.283;89.55891;73.84007;354.4587;40.18029;2086.061;2842.312;21.09742;115.303;-1.437213;-51.39594;3238.7
82511.58;70399;76811.88;45188.52;40923;72367;468.9198;-39.29415;508.7101;70.81705;1064.561;162.2135;960.8152;-86.2115;2215.719;658.0425;56.58682;-176.0883;28.94476;3238.8
111110;95243;76453.97;76944.66;68747;73350.77;635.6406;1505.717;91.59449;-91.02857;-135.3304;1319.773;91.14078;14713.75;3557.936;-94.69135;66.23701;98.93094;113.8966;3239
90570.09;79463;74696.41;56555.46;54439;68083.88;1015.817;-39.56814;941.1873;5.15528;142.2523;-130.5969;2515.179;3.896542;4851.812;-92.70364;19.93903;302.1031;-28.19173;3239.1
120718.3;108000;73253.63;34571.16;33267;68105.2;206.3174;-95.9636;797.7379;-0.9831454;2083.118;52.03883;1972.268;118.4353;3560.505;-104.6352;207.5234;-83.1223;2.663322;3239.2
116238.1;100134;76075.85;73535.27;66610;72349.61;1020.828;3346.616;332.5057;20.88945;183.4214;745.235;-267.7885;739.9235;2499.616;-93.88084;26.64142;81.84282;107.8418;3239.4
134622.5;117524;75070.77;51877.8;49764;68319.73;556.0638;8141.818;758.7313;-38.25658;-143.7057;1258.789;221.3595;-88.84804;3508.234;-116.7419;27.18526;8821.496;72.54492;3241.1
166699.2;152491;71642.23;56398.68;55823;66211.85;544.8432;8754.088;1866.635;-61.98183;13.55711;578.0858;-93.00304;3351.774;4780.075;-40.74834;119.1099;3390.01;229.3463;3241.2
160191.1;142731;73552.93;47701.68;46079;67843.86;582.8635;6116.542;2286.419;53.8811;396.7998;139.2201;81.05241;58.67262;6662.188;-25.92582;-58.63324;1575.131;-25.76471;3241.2
148795;129391;75364.07;65974.73;63119;68501.09;7366.596;-190.778;1322.275;-103.9629;125.3581;356.63;2343.563;210.883;5743.201;324.4411;139.3512;-176.0122;-72.729;3242.9
157796.1;142064;72793.43;49345.92;47092;68672.69;1223.647;5543.022;1562.387;68.85935;41.34814;1996.324;281.2579;-1.413441;4507.458;131.6613;-71.36546;179.7008;119.862;3243.6
154828.4;138411;73309.46;55715.4;54091;67504.11;1538.202;1764.238;155.1067;-97.72498;219.0057;631.7034;-24.36774;13785.96;3122.937;13.01121;34.28349;196.5647;-40.07368;3244.1
115929.7;100576;75540.55;55721.64;55092;66285;494.0807;5160.285;697.8622;-144.9737;65.23302;663.712;-164.5115;107.3071;2873.209;-18.36306;-11.89079;6751.637;-16.42749;3245.9
81155.73;73494;72368.12;46198.62;45446;66621.33;179.0566;-75.20812;1076.37;24.86195;3224.331;610.2198;2343.297;2970.23;7127.829;-104.8989;65.03107;50.97038;3.309113;3246.7
150186.1;129535;75984.06;59606.82;54687;71431.83;706.4813;8646.931;1119.912;126.8518;33.02155;2051.737;-150.2823;592.7867;4839.502;-177.8665;-88.73864;213.6983;-25.48676;3247
98830.77;91441;70832.27;55954.86;55377;66219.88;432.446;4437.661;988.6801;-46.39812;205.169;494.3619;86.89562;849.3969;2304.196;-269.0814;286.2356;3176.224;45.42896;3248
131475.4;113706;75777.61;71918.34;63374;74371.83;492.1437;5162.084;483.8973;83.51422;74.01309;726.822;47.15351;550.9229;3929.101;250.2239;171.5153;4150.629;164.0585;3249.6
